id,title,include_status,screening_rationale,decision,reason
P668,Digital Phenotyping based on a Mobile App Identifies Distinct and Overlapping Features in Children Diagnosed with Autism versus ADHD,EXCLUDE,EC5: Focuses on digital phenotyping for autism and ADHD in children rather than Obstructive Sleep Apnea screening in adults.,Exclusion,EC5: Focuses on digital phenotyping for autism and ADHD in children rather than Obstructive Sleep Apnea screening in adults.
P674,Face Recognition In Harsh Conditions: An Acoustic Based Approach,EXCLUDE,EC5: Focuses on acoustic-based face recognition rather than Obstructive Sleep Apnea screening.,Exclusion,EC5: Focuses on acoustic-based face recognition rather than Obstructive Sleep Apnea screening.
P675,KneeGuard: A Calibration-free Wearable Monitoring System for Knee Osteoarthritis Gait Re-training via Effortless Wearing,EXCLUDE,EC5: Focuses on knee osteoarthritis gait re-training using IMU and sEMG rather than Obstructive Sleep Apnea screening.,Exclusion,EC5: Focuses on knee osteoarthritis gait re-training using IMU and sEMG rather than Obstructive Sleep Apnea screening.
P679,ActSonic: Recognizing Everyday Activities from Inaudible Acoustic Wave Around the Body,EXCLUDE,"EC5: Focuses on everyday activity recognition (eating, drinking) using active acoustic sensing rather than Obstructive Sleep Apnea screening.",Exclusion,"EC5: Focuses on everyday activity recognition (eating, drinking) using active acoustic sensing rather than Obstructive Sleep Apnea screening."
P681,Adaptive Metasurface-Based Acoustic Imaging using Joint Optimization,EXCLUDE,EC-N: Non-clinical acoustic imaging system paper without Obstructive Sleep Apnea (OSA) screening or smartphone sensor evaluation.,Exclusion,EC-N: Non-clinical acoustic imaging system paper without Obstructive Sleep Apnea (OSA) screening or smartphone sensor evaluation.
P683,BreathPro: Monitoring Breathing Mode during Running with Earables,EXCLUDE,EC-EXT: Uses specialized earable hardware rather than standard smartphone built-in sensors placed near the mattress.,Exclusion,EC-EXT: Uses specialized earable hardware rather than standard smartphone built-in sensors placed near the mattress.
P686,Testing the Limits: Unusual Text Inputs Generation for Mobile App Crash Detection with Large Language Model,EXCLUDE,EC-N: Software engineering paper focused on mobile app crash detection using LLMs.,Exclusion,EC-N: Software engineering paper focused on mobile app crash detection using LLMs.
P688,Multimodal Daily-Life Logging in Free-living Environment Using Non-Visual Egocentric Sensors on a Smartphone,EXCLUDE,EC-N: Focuses on general Activities of Daily Living (ADL) logging rather than OSA detection or AHI estimation.,Exclusion,EC-N: Focuses on general Activities of Daily Living (ADL) logging rather than OSA detection or AHI estimation.
P690,Mobile Phone Data Transforming Casework in Asylum Decision-making: Insights from the Danish Case,EXCLUDE,EC-N: Qualitative sociological study on mobile phone data usage in asylum casework.,Exclusion,EC-N: Qualitative sociological study on mobile phone data usage in asylum casework.
P700,Enhancing EHR Systems with data from wearables: An end-to-end Solution for monitoring post-Surgical Symptoms in older adults,EXCLUDE,EC-EXT: Relies on consumer smartwatch and Epic EHR integration rather than smartphone-based contactless/bedside sensing for OSA.,Exclusion,EC-EXT: Relies on consumer smartwatch and Epic EHR integration rather than smartphone-based contactless/bedside sensing for OSA.
P708,Pushing the Limits of Acoustic Spatial Perception via Incident Angle Encoding,EXCLUDE,"EC-N: Focuses on acoustic metasurfaces for spatial perception and localization in smart speakers, lacking clinical validation.",Exclusion,"EC-N: Focuses on acoustic metasurfaces for spatial perception and localization in smart speakers, lacking clinical validation."
P715,Adoption of Recurrent Innovations: A Large-Scale Case Study on Mobile App Updates,EXCLUDE,EC-N: Large-scale empirical analysis of mobile app updates and user adoption behavior.,Exclusion,EC-N: Large-scale empirical analysis of mobile app updates and user adoption behavior.
P724,CW-AcousLen: A Configurable Wideband Acoustic Metasurface,EXCLUDE,EC-EXT: Focuses on acoustic metasurface sensing rather than smartphone-based sensors for OSA detection.,Exclusion,EC-EXT: Focuses on acoustic metasurface sensing rather than smartphone-based sensors for OSA detection.
P726,UHead,EXCLUDE,EC-EXT: Relies on specialized UWB radar hardware instead of smartphone built-in sensors.,Exclusion,EC-EXT: Relies on specialized UWB radar hardware instead of smartphone built-in sensors.
P759,Clinical characteristic and sleep structure among Asian patients with Obstructive Sleep Apnea (OSA) and Co-morbid Insomnia and OSA (COMISA): a cross-sectional study,EXCLUDE,EC-SUR: Investigates postoperative respiratory depression and PRODIGY scores rather than smartphone-based AHI screening.,Exclusion,EC-SUR: Investigates postoperative respiratory depression and PRODIGY scores rather than smartphone-based AHI screening.
P769,Ansa Cervicalis Stimulation in Patients With Obstructive Sleep Apnea During Natural Sleep,EXCLUDE,EC-SUR: Investigates postoperative respiratory depression and clinical risk scores rather than smartphone-based AHI screening.,Exclusion,EC-SUR: Investigates postoperative respiratory depression and clinical risk scores rather than smartphone-based AHI screening.
P775,0528 Use of Inpatient Sleep Studies Decreases Time to Treatment in Patients with Obstructive Sleep Apnea (OSA),EXCLUDE,EC-SUR: Retrospective chart review on inpatient sleep studies rather than algorithmic smartphone sensor processing.,Exclusion,EC-SUR: Retrospective chart review on inpatient sleep studies rather than algorithmic smartphone sensor processing.
P776,Prospective Validation and Usability Evaluation of a Mobile Diagnostic App for Obstructive Sleep Apnea,EXCLUDE,EC-SUR: Relies on clinical questionnaire/Bayesian network variables rather than smartphone acoustic or accelerometer sensor signals.,Exclusion,EC-SUR: Relies on clinical questionnaire/Bayesian network variables rather than smartphone acoustic or accelerometer sensor signals.
P777,"""Neither Sleepy Nor Sleeping"": Recognizing the Existence of Novel Cinico-physiological Phenotypes of Obstructive Sleep Apnea (OSA) in Developing Country",EXCLUDE,EC-SUR: Investigates postoperative respiratory depression and clinical risk scores rather than smartphone-based AHI screening.,Exclusion,EC-SUR: Investigates postoperative respiratory depression and clinical risk scores rather than smartphone-based AHI screening.
P778,An Optogenetics-based Therapy for Obstructive Sleep Apnea,EXCLUDE,EC-SUR: Investigates postoperative respiratory depression and clinical risk scores rather than smartphone-based AHI screening.,Exclusion,EC-SUR: Investigates postoperative respiratory depression and clinical risk scores rather than smartphone-based AHI screening.
P781,Does Treating Obstructive Sleep Apnea Reduce Mortality in Patients With Atrial Fibrillation?,EXCLUDE,EC-MOD: Uses clinical capnography and pulse oximetry monitoring rather than smartphone sensors.,Exclusion,EC-MOD: Uses clinical capnography and pulse oximetry monitoring rather than smartphone sensors.
P792,Not Sleeping on Discharge! Evaluating Obstructive Sleep Apnea Electronic Medical Record Screening Efficacy on Hospital Discharge,EXCLUDE,EC-MOD: Uses clinical capnography and pulse oximetry monitoring rather than smartphone sensors.,Exclusion,EC-MOD: Uses clinical capnography and pulse oximetry monitoring rather than smartphone sensors.
P795,0779 Home Sleep Apnea Test for Monitoring Pediatric Obstructive Sleep Apnea Following Management with Adenotonsillectomy,EXCLUDE,EC-PED: Evaluates pediatric population (children aged 5-12 years).,Exclusion,EC-PED: Evaluates pediatric population (children aged 5-12 years).
P801,The Cardiorespiratory Burden of Central and Obstructive Sleep Apnea and Risk of Respiratory Depression in Individuals on Chronic Opioids Therapy,EXCLUDE,EC-MOD: Uses clinical capnography and pulse oximetry monitoring rather than smartphone sensors.,Exclusion,EC-MOD: Uses clinical capnography and pulse oximetry monitoring rather than smartphone sensors.
P804,High Flow Nasal Cannula for Obstructive Sleep Apnea in Parkinson's Disease: A Pilot Study,EXCLUDE,"EC-CLINIC: Focuses on patients with Parkinson's disease, a severe neurological comorbidity.",Exclusion,"EC-CLINIC: Focuses on patients with Parkinson's disease, a severe neurological comorbidity."
P811,"A Case of Obstructive Sleep Apnea (OSA)/Obesity Hypoventilation Syndrome (OHS) With Extreme OSA Burden, Complicated by Acute on Chronic Hypercapnic Respiratory Failure",EXCLUDE,EC-CLINIC: Focuses on acute hypercapnic respiratory failure complicating OSA/OHS.,Exclusion,EC-CLINIC: Focuses on acute hypercapnic respiratory failure complicating OSA/OHS.
P812,Artificial Intelligence-enabled Pressure Management for Low-pressure Treatment of Obstructive Sleep Apnea,EXCLUDE,EC-EXT: Relies on dedicated external medical devices (CPAP machine hardware) rather than smartphone-based sensors.,Exclusion,EC-EXT: Relies on dedicated external medical devices (CPAP machine hardware) rather than smartphone-based sensors.
P815,The use of Bispectral Index (BIS) monitoring during Sleep Endoscopy (DISE) in adult patients with Obstructive Sleep Apnea,EXCLUDE,EC-CLINIC: Focuses on Drug-Induced Sleep Endoscopy (DISE) procedure evaluation rather than smartphone-based screening.,Exclusion,EC-CLINIC: Focuses on Drug-Induced Sleep Endoscopy (DISE) procedure evaluation rather than smartphone-based screening.
P818,The Association of Obstructive Sleep Apnea on In-hospital Outcomes Following Transcatheter Aortic Valve Replacement: A National Inpatient Sample Analysis,EXCLUDE,EC1: Focuses on specialized capnography and pulse oximetry monitoring rather than smartphone-based sensors.,Exclusion,EC1: Focuses on specialized capnography and pulse oximetry monitoring rather than smartphone-based sensors.
P824,Current Updates &amp; Dental Perspectives on Obstructive Sleep Apnea (OSA): A Comprehensive Review,EXCLUDE,EC1: Focuses on specialized capnography and pulse oximetry monitoring rather than smartphone-based sensors.,Exclusion,EC1: Focuses on specialized capnography and pulse oximetry monitoring rather than smartphone-based sensors.
P825,Sleep Quality with EPAP Enhanced Novel Mandibular Advancement Device (EMAD) versus Continuous Positive Airway Pressure (CPAP) in Mild and Moderate Obstructive Sleep Apnea (OSA),EXCLUDE,EC1: Focuses on specialized capnography and pulse oximetry monitoring rather than smartphone-based sensors.,Exclusion,EC1: Focuses on specialized capnography and pulse oximetry monitoring rather than smartphone-based sensors.
P828,0832 Hypertension in Pediatric Patients Without Obstructive Sleep Apnea (OSA),EXCLUDE,EC2: Evaluates a pediatric population (children aged 8-17 years) instead of adults.,Exclusion,EC2: Evaluates a pediatric population (children aged 8-17 years) instead of adults.
P830,Physiological Traits and Positive Airway Pressure Adherence in Patients With Severe Obstructive Sleep Apnea,EXCLUDE,EC1: Focuses on specialized capnography and pulse oximetry monitoring rather than smartphone-based sensors.,Exclusion,EC1: Focuses on specialized capnography and pulse oximetry monitoring rather than smartphone-based sensors.
P836,Obstructive Sleep Apnea (OSA): Prevalence among 4-8 Years Old Children in the General Population and Connection with Overweight/Obesity,EXCLUDE,EC2: Evaluates a pediatric population (children aged 4-8 years) instead of adults.,Exclusion,EC2: Evaluates a pediatric population (children aged 4-8 years) instead of adults.
P838,0536 Patient Profiles and Treatment Patterns for Obstructive Sleep Apnea (OSA) in Germany: A Real-world Data Analysis,EXCLUDE,EC3: Retrospective real-world health insurance claims analysis without smartphone-based machine learning interventions.,Exclusion,EC3: Retrospective real-world health insurance claims analysis without smartphone-based machine learning interventions.
P841,The Effect of Continuous Positive Airway Pressure (CPAP) Therapy on Serum Caspase-3 Level in Patients with Obstructive Sleep Apnea (OSA),EXCLUDE,EC1: Focuses on specialized capnography and pulse oximetry monitoring rather than smartphone-based sensors.,Exclusion,EC1: Focuses on specialized capnography and pulse oximetry monitoring rather than smartphone-based sensors.
P843,Apnea Aware: An Intelligent Sleep Monitoring and Intervention System for Obstructive Sleep Apnea,EXCLUDE,EC-CLINIC: Focuses on postoperative recovery and bariatric surgery rather than contactless smartphone-based OSA screening.,Exclusion,EC-CLINIC: Focuses on postoperative recovery and bariatric surgery rather than contactless smartphone-based OSA screening.
P847,Daytime Sleepiness Is Associated With Genetic Alzheimer's Disease Risk in Older Adults With Obstructive Sleep Apnea,EXCLUDE,EC-CLINIC: Focuses on postoperative recovery and bariatric surgery rather than contactless smartphone-based OSA screening.,Exclusion,EC-CLINIC: Focuses on postoperative recovery and bariatric surgery rather than contactless smartphone-based OSA screening.
P853,Impact of Positive Airway Pressure (PAP)-Therapy on Hospitalization in Obstructive Sleep Apnea (OSA): Analysis of a German Healthcare Database,EXCLUDE,EC-CLINIC: Focuses on postoperative recovery and bariatric surgery rather than contactless smartphone-based OSA screening.,Exclusion,EC-CLINIC: Focuses on postoperative recovery and bariatric surgery rather than contactless smartphone-based OSA screening.
P858,"Poster: Home-based, On-Device Non-invasive Obstructive Sleep Apnea Monitoring with Infrared Video",EXCLUDE,EC-CLINIC: Focuses on postoperative recovery and bariatric surgery rather than contactless smartphone-based OSA screening.,Exclusion,EC-CLINIC: Focuses on postoperative recovery and bariatric surgery rather than contactless smartphone-based OSA screening.
P872,OSA-Net: A Deep Learning Approach for Obstructive Sleep Apnea Classification Using ECG Scalograms,EXCLUDE,EC-CLINIC: Focuses on postoperative recovery and bariatric surgery rather than contactless smartphone-based OSA screening.,Exclusion,EC-CLINIC: Focuses on postoperative recovery and bariatric surgery rather than contactless smartphone-based OSA screening.
P876,The Impact of Obstructive Sleep Apnea on Depression Severity in People Living With Human Immunodeficiency Virus (HIV),EXCLUDE,EC-CLINIC: Focuses on postoperative recovery and bariatric surgery rather than contactless smartphone-based OSA screening.,Exclusion,EC-CLINIC: Focuses on postoperative recovery and bariatric surgery rather than contactless smartphone-based OSA screening.
P878,The Effect of Type-2 Diabetes Mellitus on Sleep Architecture and Sleep Apnea Severity in Patients With Obstructive Sleep Apnea Syndrome,EXCLUDE,EC-CLINIC: Focuses on postoperative recovery and bariatric surgery rather than contactless smartphone-based OSA screening.,Exclusion,EC-CLINIC: Focuses on postoperative recovery and bariatric surgery rather than contactless smartphone-based OSA screening.
P886,"Shed Some Lbs, Catch Some Zzzs: An Exploration of the Impact of Bariatric Surgery on Obstructive Sleep Apnea Severity in an Urban Community Hospital",EXCLUDE,EC-CLINIC: Focuses on postoperative recovery and bariatric surgery rather than contactless smartphone-based OSA screening.,Exclusion,EC-CLINIC: Focuses on postoperative recovery and bariatric surgery rather than contactless smartphone-based OSA screening.
P887,Obstructive Sleep Apnea Syndrome (OSAS) and Menopause,EXCLUDE,EC-N: No primary smartphone acoustic/accelerometer OSA screening intervention or empirical software evaluation.,Exclusion,EC-N: No primary smartphone acoustic/accelerometer OSA screening intervention or empirical software evaluation.
P896,Perspective Chapter: Sleep-Related Breathing Disorders – Comprehensive Approach to Obstructive Sleep Apnea,EXCLUDE,EC-REV: Perspective book chapter providing general medical overview of OSA without original mobile sensing software experiments.,Exclusion,EC-REV: Perspective book chapter providing general medical overview of OSA without original mobile sensing software experiments.
P897,Hubungan Antara Indeks Massa Tubuh (IMT) dengan Risiko Terjadinya Obstructive Sleep Apnea (OSA),EXCLUDE,EC-SUR: Relies solely on survey-based risk assessment rather than smartphone acoustic/accelerometer sensor intervention.,Exclusion,EC-SUR: Relies solely on survey-based risk assessment rather than smartphone acoustic/accelerometer sensor intervention.
P905,0559 Predictive Parameters of Veterans with False Negative Home Sleep Apnea Test in Diagnosis of Obstructive Sleep Apnea,EXCLUDE,EC-EXT: Relies on dedicated peripheral medical hardware (WatchPAT) rather than built-in smartphone sensors.,Exclusion,EC-EXT: Relies on dedicated peripheral medical hardware (WatchPAT) rather than built-in smartphone sensors.
P906,Obstructive Sleep Apnea and Sarcoidosis Interactions,EXCLUDE,EC-CLINIC: Clinical postoperative recovery surveillance study rather than smartphone-based out-of-clinic OSA screening.,Exclusion,EC-CLINIC: Clinical postoperative recovery surveillance study rather than smartphone-based out-of-clinic OSA screening.
P918,Utilization of selected natural products as complementary therapeutic approach for Obstructive Sleep Apnea (OSA) management: a literature review,EXCLUDE,EC-REV: Literature review focusing on natural products and pharmacological interventions for OSA.,Exclusion,EC-REV: Literature review focusing on natural products and pharmacological interventions for OSA.
P927,Association of Obstructive Sleep Apnea (OSA) Severity With Accelerated Biological (Epigenetic) Aging,EXCLUDE,EC-CLINIC: Clinical postoperative recovery surveillance study rather than smartphone-based out-of-clinic OSA screening.,Exclusion,EC-CLINIC: Clinical postoperative recovery surveillance study rather than smartphone-based out-of-clinic OSA screening.
P930,OSA onset: An algorithm for determining the onset and duration of obstructive sleep apnea (OSA),EXCLUDE,EC-NO-ABS: Missing abstract entirely and title does not explicitly mention smartphone-based sensor screening.,Exclusion,EC-NO-ABS: Missing abstract entirely and title does not explicitly mention smartphone-based sensor screening.
P931,Comparison of actigraphy measurements and sleep diary against polysomnography according to insomnia and sleep apnea,EXCLUDE,EC-NO-ABS: Thiếu dữ liệu tóm tắt (Abstract) và tiêu đề không nêu rõ việc cảm biến ngưng thở bằng smartphone,Exclusion,EC-NO-ABS: Thiếu dữ liệu tóm tắt (Abstract) và tiêu đề không nêu rõ việc cảm biến ngưng thở bằng smartphone
P932,When does insomnia relate to obstructive sleep apnea (OSA)?,EXCLUDE,EC-NO-ABS: Thiếu dữ liệu tóm tắt (Abstract) và tiêu đề không nêu rõ việc cảm biến ngưng thở bằng smartphone,Exclusion,EC-NO-ABS: Thiếu dữ liệu tóm tắt (Abstract) và tiêu đề không nêu rõ việc cảm biến ngưng thở bằng smartphone
P937,Mobile Storytelling,EXCLUDE,"EC-N: Không có thực nghiệm hoặc phi thực chứng (bài nêu định hướng, bài hướng dẫn)",Exclusion,"EC-N: Không có thực nghiệm hoặc phi thực chứng (bài nêu định hướng, bài hướng dẫn)"
P939,Editing Mobile Media,EXCLUDE,"EC-N: Không có thực nghiệm hoặc phi thực chứng (bài nêu định hướng, bài hướng dẫn)",Exclusion,"EC-N: Không có thực nghiệm hoặc phi thực chứng (bài nêu định hướng, bài hướng dẫn)"
P941,Diagnosing OSA and Insomnia at Home Based Only on an Actigraphy Total Sleep Time and RIP Belts an Algorithm “Nox Body Sleep™”,EXCLUDE,"EC-EXT: Yêu cầu các cảm biến ngoại vi chuyên dụng bên ngoài (ví dụ: đầu kẹp đo SpO2, điện não EEG, đai quấn ngực, thảm cảm biến áp lực)",Exclusion,"EC-EXT: Yêu cầu các cảm biến ngoại vi chuyên dụng bên ngoài (ví dụ: đầu kẹp đo SpO2, điện não EEG, đai quấn ngực, thảm cảm biến áp lực)"
P942,A19. THE FRONTLINE SLEEP APNEA: INNOVATIONS IN OSA,EXCLUDE,EC-NO-ABS: Thiếu dữ liệu tóm tắt (Abstract) và tiêu đề không nêu rõ việc cảm biến ngưng thở bằng smartphone,Exclusion,EC-NO-ABS: Thiếu dữ liệu tóm tắt (Abstract) và tiêu đề không nêu rõ việc cảm biến ngưng thở bằng smartphone
P947,Shooting the Interview on Mobile,EXCLUDE,"EC-N: Không có thực nghiệm hoặc phi thực chứng (bài nêu định hướng, bài hướng dẫn)",Exclusion,"EC-N: Không có thực nghiệm hoặc phi thực chứng (bài nêu định hướng, bài hướng dẫn)"
P949,Analytical Study Serving Technical Features Extraction and Classification for most recent Smartphone-based Sleep Monitoring Applications,EXCLUDE,"EC-REV: Bài báo dạng khảo sát tài liệu, tổng quan hệ thống, tổng quan phạm vi hoặc phân tích gộp thiếu các thực nghiệm phần mềm gốc",Exclusion,"EC-REV: Bài báo dạng khảo sát tài liệu, tổng quan hệ thống, tổng quan phạm vi hoặc phân tích gộp thiếu các thực nghiệm phần mềm gốc"
P955,Nocturnal actigraphy: Is there a difference according to OSA severity?,EXCLUDE,EC-NO-ABS: Missing abstract text and title does not clearly indicate smartphone-based apnea sensing.,Exclusion,EC-NO-ABS: Missing abstract text and title does not clearly indicate smartphone-based apnea sensing.
P956,Mobile Apps to Assist Traditional Filmmaking,EXCLUDE,EC-N: Out of scope (focuses on mobile apps for filmmaking rather than OSA screening).,Exclusion,EC-N: Out of scope (focuses on mobile apps for filmmaking rather than OSA screening).
P957,Smartphone Cinema,EXCLUDE,EC-N: Out of scope (smartphone cinema and video production guide).,Exclusion,EC-N: Out of scope (smartphone cinema and video production guide).
P958,The Future of Smartphone Cinema,EXCLUDE,EC-N: Out of scope (future of mobile filmmaking and camera technology).,Exclusion,EC-N: Out of scope (future of mobile filmmaking and camera technology).
P960,"Mobile Phone Dependence, Emotional Expression and Sleep Quality among College Students",EXCLUDE,EC-NO-ABS: Missing abstract text.,Exclusion,EC-NO-ABS: Missing abstract text.
P963,Sending Your Mobile Film to a Festival,EXCLUDE,EC-N: Out of scope (mobile film festivals).,Exclusion,EC-N: Out of scope (mobile film festivals).
P964,Prevalence of obstructive sleep apnea (OSA) among preschool aged children in the general population: A systematic review,EXCLUDE,EC-PED: Evaluates obstructive sleep apnea specifically in preschool-aged children.,Exclusion,EC-PED: Evaluates obstructive sleep apnea specifically in preschool-aged children.
P966,Shooting Video on Your Phone,EXCLUDE,EC-N: Out of scope (shooting video on smartphones for filmmaking).,Exclusion,EC-N: Out of scope (shooting video on smartphones for filmmaking).
P968,O064 Tirzepatide reduced sleep apnea severity in adults with obstructive sleep apnea and obesity: results from the SURMOUNT-OSA trial,EXCLUDE,EC-CLINIC: Drug clinical trial evaluating Tirzepatide for OSA treatment rather than smartphone sensor screening.,Exclusion,EC-CLINIC: Drug clinical trial evaluating Tirzepatide for OSA treatment rather than smartphone sensor screening.
P972,B80-3. OSA 2.0: LEVELING UP THE SLEEP APNEA TOOL KIT,EXCLUDE,EC-NO-ABS: Missing abstract and title does not specify smartphone sensor apnea screening.,Exclusion,EC-NO-ABS: Missing abstract and title does not specify smartphone sensor apnea screening.
P978,Prevalence of obstructive sleep apnea and accuracy of type 3 home sleep apnea test for obstructive sleep apnea diagnosis in difficult-to-treat asthma,EXCLUDE,EC-EXT: Evaluates a Type 3 Home Sleep Apnea Test (HSAT) using specialized peripheral devices rather than smartphone sensors.,Exclusion,EC-EXT: Evaluates a Type 3 Home Sleep Apnea Test (HSAT) using specialized peripheral devices rather than smartphone sensors.
P981,Editorial on the Special Issue “Obstructive Sleep Apnea (OSA)”,EXCLUDE,EC-REV: Editorial or overview article without original software implementation or smartphone sensing experiments.,Exclusion,EC-REV: Editorial or overview article without original software implementation or smartphone sensing experiments.
P982,Made to Be Seen on the Phone,EXCLUDE,EC-N: Not related to medical screening or obstructive sleep apnea; focuses on mobile media and film.,Exclusion,EC-N: Not related to medical screening or obstructive sleep apnea; focuses on mobile media and film.
P984,Accessories,EXCLUDE,EC-N: Focuses on mobile filmmaking accessories rather than medical screening.,Exclusion,EC-N: Focuses on mobile filmmaking accessories rather than medical screening.
P985,Resources,EXCLUDE,"EC-N: Resource list for mobile filmmaking and podcasts, unrelated to obstructive sleep apnea screening.",Exclusion,"EC-N: Resource list for mobile filmmaking and podcasts, unrelated to obstructive sleep apnea screening."
P988,Improvement of Screening for Sleep Apnea in Hypertensive Patients,EXCLUDE,EC-NO-ABS: Missing abstract and title lacks specific smartphone apnea sensing methodology.,Exclusion,EC-NO-ABS: Missing abstract and title lacks specific smartphone apnea sensing methodology.
P991,Pharmacological interventions for pediatric obstructive sleep apnea (OSA): Network meta-analysis,EXCLUDE,EC-PED: Target population is entirely pediatric patients (children aged 2-14 years).,Exclusion,EC-PED: Target population is entirely pediatric patients (children aged 2-14 years).
P995,1173 Unmasking Severe OSA After Transvenous Phrenic Nerve Stimulation for Central Sleep Apnea,EXCLUDE,EC-CLINIC: Focuses on central sleep apnea (CSA) and transvenous phrenic nerve stimulation treatment outcomes rather than smartphone-based OSA screening.,Exclusion,EC-CLINIC: Focuses on central sleep apnea (CSA) and transvenous phrenic nerve stimulation treatment outcomes rather than smartphone-based OSA screening.
P998,Computational Photography,EXCLUDE,EC-N: Non-empirical chapter discussing computational photography in filmmaking.,Exclusion,EC-N: Non-empirical chapter discussing computational photography in filmmaking.
P023,Forecasting Smartphone Application Chains: an App-Rank Based Approach,EXCLUDE,EC-SYS: Focuses exclusively on application usage prediction and smartphone app chains without any relation to sleep apnea or healthcare.,Exclusion,EC-SYS: Focuses exclusively on application usage prediction and smartphone app chains without any relation to sleep apnea or healthcare.
P028,EarCase: Sound Source Localization Leveraging Mini Acoustic Structure Equipped Phone Cases for Hearing-challenged People,EXCLUDE,EC-EXT: Requires a specialized custom hardware phone case with mini acoustic structures rather than standard built-in smartphone sensors alone.,Exclusion,EC-EXT: Requires a specialized custom hardware phone case with mini acoustic structures rather than standard built-in smartphone sensors alone.
P036,BioCase: Privacy Protection via Acoustic Sensing of Finger Touches on Smartphone Case Mini-Structures,EXCLUDE,EC-EXT: Requires specialized smartphone cases with mini-structures for finger biometric acoustic sensing.,Exclusion,EC-EXT: Requires specialized smartphone cases with mini-structures for finger biometric acoustic sensing.
P037,Sleep Patterns of Adults with Chronic Insomnia and their Bed Partners During the Weekdays and on Weekends Using Actigraphy Data.,EXCLUDE,EC-DIS: Focuses on chronic insomnia rather than obstructive sleep apnea (OSA).,Exclusion,EC-DIS: Focuses on chronic insomnia rather than obstructive sleep apnea (OSA).
P048,"Gotta Track It: Designing a Mobile App for Hair-Fall Monitoring, Care, and Management Among Patients with Underlying Conditions",EXCLUDE,EC-N: Design study for a hair-loss tracking mobile application without empirical clinical validation or sleep monitoring algorithms.,Exclusion,EC-N: Design study for a hair-loss tracking mobile application without empirical clinical validation or sleep monitoring algorithms.
P052,SpaceX Mag,EXCLUDE,"EC1: Out of PICO scope (Focuses on smartphone screen magnifiers for low-vision users, unrelated to Vietnamese scam message classification using prompt-based LLMs or PhoBERT).",Exclusion,"EC1: Out of PICO scope (Focuses on smartphone screen magnifiers for low-vision users, unrelated to Vietnamese scam message classification using prompt-based LLMs or PhoBERT)."
P055,FindMyself: A Mobile Self-Reflection App to Support Students in Career Decision-Making,EXCLUDE,EC1: Out of PICO scope (Focuses on a mobile app for student career decision-making and self-reflection).,Exclusion,EC1: Out of PICO scope (Focuses on a mobile app for student career decision-making and self-reflection).
P058,Safe Call: A Tangible Smartphone Interface That Supports Safe and Easy Phone Calls and Contacts Management for Older People,EXCLUDE,"EC1: Out of PICO scope (Focuses on a tangible smartphone interface for older adults' phone calls and contact management, addressing scam calls via NFC hardware rather than LLMs or PhoBERT).",Exclusion,"EC1: Out of PICO scope (Focuses on a tangible smartphone interface for older adults' phone calls and contact management, addressing scam calls via NFC hardware rather than LLMs or PhoBERT)."
P060,Smartphone based on-device computing for societal applications,EXCLUDE,EC1: Out of PICO scope (Focuses on on-device computing tutorials for indoor localization and mental health tracking).,Exclusion,EC1: Out of PICO scope (Focuses on on-device computing tutorials for indoor localization and mental health tracking).
P074,User-Centered Privacy to Improve User Quantification using Smartphone Sensing,EXCLUDE,EC1: Out of PICO scope (Focuses on user-centered privacy and mobile sensing).,Exclusion,EC1: Out of PICO scope (Focuses on user-centered privacy and mobile sensing).
P084,Cocoon,EXCLUDE,EC1: Out of PICO scope (Focuses on on-body wearable microphone collaboration for spatial awareness and location identification).,Exclusion,EC1: Out of PICO scope (Focuses on on-body wearable microphone collaboration for spatial awareness and location identification).
P085,SR-ELM: Segmented Round ELM for Mobile Phone Screen Defect Detection,EXCLUDE,EC1: Out of PICO scope (Focuses on fringe projection and machine learning for mobile phone screen defect detection).,Exclusion,EC1: Out of PICO scope (Focuses on fringe projection and machine learning for mobile phone screen defect detection).
P088,Towards Building a Mobile App for People on the Spectrum,EXCLUDE,EC1: Out of PICO scope (Focuses on mobile apps and neural question-answering for autistic individuals).,Exclusion,EC1: Out of PICO scope (Focuses on mobile apps and neural question-answering for autistic individuals).
P1007,Actigraphy in clinical sleep medicine,EXCLUDE,EC-NO-ABS: Thiếu dữ liệu tóm tắt (Abstract) và tiêu đề không nêu rõ việc cảm biến ngưng thở bằng smartphone,Exclusion,EC-NO-ABS: Thiếu dữ liệu tóm tắt (Abstract) và tiêu đề không nêu rõ việc cảm biến ngưng thở bằng smartphone
P1008,Re‐evaluating two popular <scp>EEG</scp>‐based mobile sleep‐monitoring devices for home use,EXCLUDE,"EC-EAR-BED: Sử dụng tai nghe thông minh, gối thông minh, ga trải giường thông minh dưới đệm, kỹ thuật BCG/địa chấn cơ thể, hoặc radar RF/WiFi/UWB",Exclusion,"EC-EAR-BED: Sử dụng tai nghe thông minh, gối thông minh, ga trải giường thông minh dưới đệm, kỹ thuật BCG/địa chấn cơ thể, hoặc radar RF/WiFi/UWB"
